-2.000000000000000000e+00,-7.853863732720960111e-02
-1.857142857142857206e+00,3.100315164293136749e-02
-1.714285714285714413e+00,-4.544296927242729572e-02
-1.571428571428571397e+00,1.044903945487440922e-02
-1.428571428571428603e+00,-6.964050467830840141e-02
-1.285714285714285809e+00,6.173523600265400091e-02
-1.142857142857142794e+00,-5.263942048488997466e-02
-1.000000000000000000e+00,-5.908918716681138550e-02
-8.571428571428572063e-01,-7.114310752981786723e-03
-7.142857142857144126e-01,5.487069373079149492e-02
-5.714285714285716189e-01,6.035660375310027137e-02
-4.285714285714286031e-01,6.575341449268780336e-02
-2.857142857142858094e-01,4.480439843793533605e-02
-1.428571428571430157e-01,2.141959492016012878e-01
0.000000000000000000e+00,1.409542431551573660e-01
1.428571428571427937e-01,3.049344315014564377e-01
2.857142857142855874e-01,2.965442499285989020e-01
4.285714285714283811e-01,4.248477816955175679e-01
5.714285714285711748e-01,6.550758056562826503e-01
7.142857142857139685e-01,7.538906080806095922e-01
8.571428571428567622e-01,8.841211981703867018e-01
1.000000000000000000e+00,9.462736460741738576e-01
1.142857142857142794e+00,1.089691338251124408e+00
1.285714285714285587e+00,1.156712930425294994e+00
1.428571428571428381e+00,1.204481656765094444e+00
1.571428571428571175e+00,1.170103617838688992e+00
1.714285714285713969e+00,1.128238001525257550e+00
1.857142857142856762e+00,1.145766104196507484e+00
2.000000000000000000e+00,9.833758498109053114e-01
2.142857142857142350e+00,8.026733526541180996e-01
2.285714285714285587e+00,6.977092531899574679e-01
2.428571428571427937e+00,6.857938924891149313e-01
2.571428571428571175e+00,4.222277248434364583e-01
2.714285714285714413e+00,3.087032849036536741e-01
2.857142857142856762e+00,2.425646725267040504e-01
3.000000000000000000e+00,2.359855601844158546e-01
3.142857142857142350e+00,1.158283099051213710e-01
3.285714285714285587e+00,1.599945851563279731e-01
3.428571428571427937e+00,3.013653414882062898e-02
3.571428571428571175e+00,2.930099045036708982e-02
3.714285714285713524e+00,6.814484640185637654e-02
3.857142857142856762e+00,9.402467353429601327e-02
4.000000000000000000e+00,-4.010327732736385098e-02
4.142857142857142350e+00,6.727392744978323569e-02
4.285714285714285587e+00,7.729388684707975965e-02
4.428571428571427937e+00,6.432052891240903902e-02
4.571428571428571175e+00,5.198344416867191342e-02
4.714285714285713524e+00,-3.741903778653860729e-02
4.857142857142856762e+00,8.978001461190099342e-04
5.000000000000000000e+00,2.369773221384953443e-02
