-2.000000000000000000e+00,7.840637390045994415e-02
-1.857142857142857206e+00,8.211160560870438274e-02
-1.714285714285714413e+00,7.765623083512133984e-02
-1.571428571428571397e+00,2.715902251416227320e-03
-1.428571428571428603e+00,2.063621691032062333e-02
-1.285714285714285809e+00,-4.183098684439013476e-02
-1.142857142857142794e+00,3.390114060779889082e-02
-1.000000000000000000e+00,4.915833817406946304e-02
-8.571428571428572063e-01,-5.565059447605144594e-03
-7.142857142857144126e-01,-5.160610788180992198e-02
-5.714285714285716189e-01,4.102404776500516437e-02
-4.285714285714286031e-01,4.246630206875864899e-03
-2.857142857142858094e-01,1.626129565994938186e-01
-1.428571428571430157e-01,1.904332233933100360e-01
0.000000000000000000e+00,1.330399501525695305e-01
1.428571428571427937e-01,2.400647817756979552e-01
2.857142857142855874e-01,3.410384726027864688e-01
4.285714285714283811e-01,4.129098412826426867e-01
5.714285714285711748e-01,6.262979436917853748e-01
7.142857142857139685e-01,8.176247615254577106e-01
8.571428571428567622e-01,8.454796719784126724e-01
1.000000000000000000e+00,9.946669603756133071e-01
1.142857142857142794e+00,1.143621732133591973e+00
1.285714285714285587e+00,1.211152028435309891e+00
1.428571428571428381e+00,1.222515854311412298e+00
1.571428571428571175e+00,1.183492318058849024e+00
1.714285714285713969e+00,1.147795371941461084e+00
1.857142857142856762e+00,1.003060966423559019e+00
2.000000000000000000e+00,1.025151825373884940e+00
2.142857142857142350e+00,9.092079222693010276e-01
2.285714285714285587e+00,7.505468572310015629e-01
2.428571428571427937e+00,6.905467151708537532e-01
2.571428571428571175e+00,4.774472041906299702e-01
2.714285714285714413e+00,3.963698192032185097e-01
2.857142857142856762e+00,3.113393486190562109e-01
3.000000000000000000e+00,2.401215024027586464e-01
3.142857142857142350e+00,1.373566469661448575e-01
3.285714285714285587e+00,1.284853048636221406e-01
3.428571428571427937e+00,-1.527832005531580550e-02
3.571428571428571175e+00,6.810691723970814515e-02
3.714285714285713524e+00,1.059433562702451898e-01
3.857142857142856762e+00,3.043563248971757618e-02
4.000000000000000000e+00,2.991417056784306805e-02
4.142857142857142350e+00,-6.319711827421460593e-02
4.285714285714285587e+00,2.100032192173410805e-02
4.428571428571427937e+00,-3.511852560441615367e-02
4.571428571428571175e+00,-2.622954456510609433e-02
4.714285714285713524e+00,7.474197796330424304e-02
4.857142857142856762e+00,5.378013646666292280e-02
5.000000000000000000e+00,7.832473950840247723e-02
